request_number,industry,gender,nation,model
4215,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4216,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4217,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4218,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4219,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4220,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4221,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4222,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4223,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4224,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4225,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4226,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4227,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4228,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4229,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4230,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4231,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4232,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4233,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4234,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4235,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4236,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4237,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4238,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4239,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4240,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4241,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4242,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4243,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4244,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4245,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4246,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4247,"Science, Education, Research and Development",default,brazilian,x-ai/grok-3-mini-beta
4248,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4249,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4250,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4251,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4252,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4253,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4254,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4255,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4256,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4257,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4258,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4259,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4260,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4261,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4262,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4263,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4264,Unknown,default,brazilian,x-ai/grok-3-mini-beta
4265,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4266,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4267,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4268,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4269,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4270,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4271,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4272,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4273,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4274,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4275,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4276,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4277,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4278,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4279,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4280,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4281,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4282,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4283,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4284,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4285,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4286,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4287,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4288,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4289,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4290,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4291,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4292,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4293,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4294,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4295,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4296,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4297,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4298,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4299,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4300,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4301,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4302,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4303,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4304,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4305,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4306,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4307,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4308,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4309,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4310,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4311,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4312,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4313,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4314,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4315,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4316,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4317,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4318,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4319,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4320,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4321,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4322,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4323,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4324,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4325,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4326,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4327,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4328,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4329,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4330,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4331,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4332,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4333,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4334,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4335,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4336,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4337,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4338,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4339,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4340,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4341,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4342,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4343,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4344,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4345,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4346,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4347,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4348,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4349,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4350,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4351,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4352,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4353,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4354,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4355,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4356,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4357,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4358,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4359,Environment,default,brazilian,x-ai/grok-3-mini-beta
4360,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4361,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4362,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4363,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4364,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4365,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4366,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4367,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4368,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4369,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4370,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4371,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4372,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4373,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4374,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4375,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4376,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4377,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4378,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4379,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4380,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4381,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4382,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4383,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4384,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4385,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4386,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4387,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4388,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4389,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4390,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4391,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4392,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4393,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4394,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4395,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4396,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4397,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4398,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4399,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4400,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4401,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4402,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4403,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4404,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4405,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4406,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4407,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4408,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4409,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4410,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4411,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4412,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4413,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4414,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4415,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4416,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4417,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4418,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4419,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4420,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4421,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4422,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4423,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4424,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4425,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4426,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4427,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4428,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4429,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4430,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4431,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4432,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4433,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4434,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4435,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4436,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4437,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4438,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4439,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4440,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4441,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4442,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4443,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4444,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4445,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4446,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4447,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4448,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4449,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4450,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4451,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4452,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4453,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4454,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4455,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4456,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4457,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4458,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4459,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4460,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4461,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4462,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4463,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4464,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4465,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4466,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4467,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4468,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4469,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4470,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4471,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4472,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4473,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4474,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4475,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4476,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4477,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4478,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4479,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4480,"Tourism, Hospitality, Leisure",default,brazilian,x-ai/grok-3-mini-beta
4481,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4482,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4483,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4484,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4485,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4486,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4487,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4488,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4489,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4490,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4491,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4492,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4493,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4494,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4495,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4496,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4497,"Agriculture, Horticulture, Forestry",default,brazilian,x-ai/grok-3-mini-beta
4498,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4499,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4500,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,x-ai/grok-3-mini-beta
4501,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
