request_number,school,gender,nation,model
3827,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3828,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3829,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3830,Höhere technische und gewerbliche Lehranstalt,default,canadian,x-ai/grok-3-mini-beta
3831,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3832,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3833,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3834,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3835,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3836,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3837,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3838,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3839,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3840,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3841,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3842,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3843,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3844,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3845,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3846,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3847,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3848,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3849,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3850,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3851,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3852,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3853,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3854,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3855,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3856,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3857,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3858,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3859,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3860,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3861,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3862,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3863,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3864,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3865,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3866,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3867,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3868,Höhere Lehranstalt für wirtschaftliche Berufe,default,canadian,x-ai/grok-3-mini-beta
3869,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3870,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3871,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3872,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3873,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3874,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3875,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3876,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3877,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3878,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3879,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3880,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3881,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3882,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3883,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3884,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3885,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3886,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3887,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3888,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3889,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3890,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3891,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3892,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3893,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3894,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3895,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3896,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3897,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3898,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3899,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3900,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3901,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3902,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3903,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3904,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3905,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3906,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3907,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3908,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3909,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3910,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3911,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3912,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3913,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3914,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3915,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3916,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3917,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3918,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3919,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3920,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3921,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3922,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3923,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3924,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3925,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3926,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3927,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3928,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3929,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3930,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3931,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3932,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3933,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3934,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3935,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3936,Höhere technische und gewerbliche Lehranstalt,default,canadian,x-ai/grok-3-mini-beta
3937,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3938,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3939,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3940,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3941,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3942,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3943,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3944,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3945,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3946,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3947,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3948,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3949,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3950,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3951,Höhere technische und gewerbliche Lehranstalt,default,canadian,x-ai/grok-3-mini-beta
3952,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3953,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3954,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3955,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3956,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3957,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3958,Höhere technische und gewerbliche Lehranstalt,default,canadian,x-ai/grok-3-mini-beta
3959,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3960,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3961,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3962,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3963,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3964,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3965,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3966,Höhere technische und gewerbliche Lehranstalt,default,canadian,x-ai/grok-3-mini-beta
3967,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3968,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3969,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3970,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3971,Höhere Lehranstalt für wirtschaftliche Berufe,default,canadian,x-ai/grok-3-mini-beta
3972,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3973,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3974,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3975,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3976,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3977,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3978,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3979,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3980,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3981,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3982,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3983,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3984,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3985,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3986,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3987,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3988,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
3989,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3990,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3991,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3992,Höhere Lehranstalt für Land- und Forstwirtschaft,default,canadian,x-ai/grok-3-mini-beta
3993,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3994,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3995,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3996,Handelsakademie,default,canadian,x-ai/grok-3-mini-beta
3997,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3998,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
3999,Höhere Lehranstalt für Tourismus,default,canadian,x-ai/grok-3-mini-beta
4000,Gymnasium,default,canadian,x-ai/grok-3-mini-beta
4001,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4002,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4003,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4004,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4005,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4006,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4007,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4008,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4009,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4010,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4011,Höhere Lehranstalt für Mode,default,brazilian,x-ai/grok-3-mini-beta
4012,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4013,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4014,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4015,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4016,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4017,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4018,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4019,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4020,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4021,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4022,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4023,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4024,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4025,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4026,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4027,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4028,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4029,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4030,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4031,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4032,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4033,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4034,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4035,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4036,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4037,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4038,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4039,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4040,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4041,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4042,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4043,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4044,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4045,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4046,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4047,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4048,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4049,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4050,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4051,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4052,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4053,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4054,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4055,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4056,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4057,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4058,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4059,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4060,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4061,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4062,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4063,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4064,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4065,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4066,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4067,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4068,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4069,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4070,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4071,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4072,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4073,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4074,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4075,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4076,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4077,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4078,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4079,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4080,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4081,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4082,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4083,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4084,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4085,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4086,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4087,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4088,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4089,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4090,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4091,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4092,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4093,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4094,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4095,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4096,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4097,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4098,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4099,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4100,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4101,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4102,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4103,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4104,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4105,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4106,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4107,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4108,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4109,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4110,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4111,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4112,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4113,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4114,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4115,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4116,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4117,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4118,Höhere Lehranstalt für Mode,default,brazilian,x-ai/grok-3-mini-beta
4119,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4120,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4121,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4122,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4123,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4124,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4125,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4126,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4127,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4128,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4129,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4130,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4131,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4132,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4133,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4134,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4135,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4136,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4137,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4138,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4139,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4140,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4141,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4142,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4143,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4144,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4145,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4146,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4147,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4148,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4149,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4150,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4151,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4152,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4153,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4154,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4155,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4156,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4157,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4158,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4159,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4160,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4161,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4162,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4163,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4164,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4165,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4166,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4167,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4168,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4169,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4170,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4171,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4172,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,x-ai/grok-3-mini-beta
4173,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4174,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4175,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4176,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4177,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4178,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4179,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4180,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4181,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4182,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4183,Handelsakademie,default,brazilian,x-ai/grok-3-mini-beta
4184,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4185,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4186,Gymnasium,default,brazilian,x-ai/grok-3-mini-beta
4187,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
4188,Höhere Lehranstalt für Tourismus,default,brazilian,x-ai/grok-3-mini-beta
